listing_number,property_type,furnished,pets_allowed,backup_water,bedrooms,bathrooms,kitchen,lounge,dining_room,parking,garden,pool,garage,erf_size (m²),floor_area (m²),suburb,city,province,price_type,price (ZAR)
115723700,Commercial,No,No,Yes,1,3,1,1,1,3,5,0,5,191.0,243.0,Melrose Arch,Johannesburg,Gauteng,Per Month,40095.0
115721058,Commercial,Unknown,No,Yes,1,1,1,1,1,3,5,0,5,99.0,99.0,Rosebank,Johannesburg,Gauteng,Per Month,13365.0
115722963,Commercial,Unknown,No,No,1,2,1,1,1,4,5,0,5,352.0,352.0,Rosebank,Johannesburg,Gauteng,Per Month,44000.0
113868071,Commercial,No,No,Unknown,1,2,1,1,1,3,5,0,5,338.3333333333333,468.0,Parktown,Johannesburg,Gauteng,Per Month,39780.0
113049453,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,222.9268292682927,194.0,Rosebank,Johannesburg,Gauteng,Per Month,25220.0
115721067,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,157.0,157.0,Rosebank,Johannesburg,Gauteng,Per Month,19625.0
115721983,Commercial,Unknown,No,Yes,1,2,1,1,1,4,5,0,5,227.66666666666666,241.0,Dunkeld West,Johannesburg,Gauteng,Per Month,28752.0
115719745,Industrial,Unknown,No,No,2,1,1,0,0,2,0,0,0,354.0,200.0,Longmeadow,Johannesburg,Gauteng,Per Month,575325.0
115719634,Industrial,Unknown,No,No,2,1,1,0,0,2,0,0,0,354.0,200.0,Longmeadow,Johannesburg,Gauteng,Per Month,321450.0
115718859,Commercial,Unknown,No,Yes,1,1,1,1,1,3,5,0,5,203.3125,52.0,Rosebank,Johannesburg,Gauteng,Per Month,9620.0
111110960,Industrial,No,No,Unknown,2,2,1,0,0,0,0,0,0,172.0,172.0,Steeledale,Johannesburg,Gauteng,Per Month,9632.0
115720287,Industrial,No,No,Unknown,2,2,1,0,0,0,0,0,0,410.0,410.0,City Deep,Johannesburg,Gauteng,Per Month,17630.0
113257248,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,252.0,252.0,Rosebank,Johannesburg,Gauteng,Per Month,36065.0
115723055,Commercial,Unknown,No,Yes,1,2,1,1,1,3,5,0,5,624.0,536.0,Melrose Arch,Johannesburg,Gauteng,Per Month,156000.0
115719150,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,200.0,Fairmount,Johannesburg,Gauteng,Per Month,11500.0
115718511,Commercial,No,No,Yes,1,1,1,1,1,3,5,0,5,876.0,876.0,Rosebank,Johannesburg,Gauteng,Per Month,109500.0
114342827,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,50.0,Melville,Johannesburg,Gauteng,Per Month,5500.0
115428303,Commercial,Unknown,No,Yes,1,2,2,1,1,3,5,0,5,452.36842105263156,445.26785714285717,Melrose Arch,Johannesburg,Gauteng,Per Month,462840.0
115533391,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,665.6666666666666,835.0,Auckland Park,Johannesburg,Gauteng,Per Month,79325.0
113532253,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,665.6666666666666,835.0,Auckland Park,Johannesburg,Gauteng,Per Month,79325.0
115541205,House,No,Yes,Unknown,3,2,1,1,1,2,1,0,2,973.0,200.0,Liefde En Vrede,Johannesburg,Gauteng,Per Month,11000.0
115444167,Industrial,Unknown,No,Unknown,2,2,1,0,0,4,0,0,0,185.0,295.0,Heriotdale,Johannesburg,Gauteng,Per Month,16225.0
115431929,Industrial,Unknown,No,Unknown,2,4,2,0,0,4,0,0,0,800.0,830.3333333333334,Crown,Johannesburg,Gauteng,Per Month,148445.0
115562152,Townhouse,No,No,Unknown,3,2,1,1,1,2,1,0,1,94.5,89.0,Winchester Hills,Johannesburg,Gauteng,Per Month,9000.0
110641633,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,963.0,963.0,Parktown,Johannesburg,Gauteng,Per Month,88596.0
115430082,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,249.0,576.8333333333334,Braamfontein,Johannesburg,Gauteng,Per Month,81035.0
114376289,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,109.0,120.0,Braamfontein,Johannesburg,Gauteng,Per Month,12000.0
115725172,Townhouse,No,No,Unknown,2,1,1,1,1,1,1,1,1,99.5,70.0,Oakdene,Johannesburg,Gauteng,Per Month,8499.0
115681061,Apartment / Flat,No,Yes,Unknown,2,3,1,1,1,2,1,1,1,354.0,174.0,Dunkeld West,Johannesburg,Gauteng,Per Month,30000.0
115687848,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,81.0,Gillview,Johannesburg,Gauteng,Per Month,7700.0
114896725,Apartment / Flat,No,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,80.0,Linmeyer,Johannesburg,Gauteng,Per Month,6050.0
115584069,Industrial,Unknown,No,Unknown,2,2,1,0,0,0,0,0,0,412.0,536.0,Ormonde,Johannesburg,Gauteng,Per Month,86760.0
115675211,Apartment / Flat,Yes,No,Unknown,1,1,1,1,1,1,1,0,1,54.0,54.0,Houghton Estate,Johannesburg,Gauteng,Per Month,16999.0
115422544,Industrial,Unknown,No,Unknown,2,2,2,0,0,2,0,0,0,386.92857142857144,360.0,Ormonde,Johannesburg,Gauteng,Per Month,23400.0
115538449,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,656.6363636363636,601.1923076923077,Parktown,Johannesburg,Gauteng,Per Month,145465.0
114964390,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,50.0,Braamfontein,Johannesburg,Gauteng,Per Month,5000.0
113766428,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,200.0,Dunkeld West,Johannesburg,Gauteng,Per Month,1750.0
115674261,Industrial,Unknown,No,Yes,2,2,1,0,0,0,0,0,0,354.0,200.0,Longmeadow,Johannesburg,Gauteng,Per m²,75.0
114884184,Industrial,No,No,Unknown,2,2,1,0,0,0,0,0,0,354.0,200.0,Village Deep,Johannesburg,Gauteng,Per Month,145670.0
113912059,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,70.0,94.66666666666667,Dunkeld West,Johannesburg,Gauteng,Per Month,10000.0
115517624,Apartment / Flat,No,No,No,2,1,1,1,1,1,1,0,1,65.0,65.0,South Hills,Johannesburg,Gauteng,Per Month,5495.0
109615090,Apartment / Flat,No,Yes,Unknown,2,2,1,1,1,2,1,0,1,71.0,71.0,Rosebank,Johannesburg,Gauteng,Per Month,16000.0
115527660,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,569.0,569.0,Rosebank,Johannesburg,Gauteng,Per Month,56900.0
115734660,Apartment / Flat,No,Yes,Unknown,2,2,1,1,1,2,1,0,1,93.0,146.0,Rosebank,Johannesburg,Gauteng,Per Month,24000.0
115731103,Apartment / Flat,No,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,68.0,Paarlshoop,Johannesburg,Gauteng,Per Month,6000.0
115430336,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,250.0,300.3,Braamfontein,Johannesburg,Gauteng,Per Month,34105.0
115694560,Commercial,No,No,Unknown,1,2,2,1,1,3,5,0,5,495.0,400.0,Parkhurst,Johannesburg,Gauteng,Per m²,130.0
115672431,Apartment / Flat,No,No,Unknown,2,2,1,1,1,1,1,0,1,354.0,94.0,Gresswold,Johannesburg,Gauteng,Per Month,8499.0
115542663,Apartment / Flat,No,No,Unknown,2,1,1,1,1,1,1,0,1,56.0,56.0,Kibler Park,Johannesburg,Gauteng,Per Month,7650.0
111732797,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,83.0,83.0,Newtown,Johannesburg,Gauteng,Per Month,7500.0
115698849,Apartment / Flat,No,No,Unknown,3,2,1,1,1,2,1,0,1,89.0,89.0,Waverley,Johannesburg,Gauteng,Per Month,14000.0
113563195,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,90.0,Greenside,Johannesburg,Gauteng,Per Month,16000.0
114451078,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,412.0,Ormonde,Johannesburg,Gauteng,Per Month,129855.0
115422465,Commercial,Unknown,No,Yes,1,1,1,1,1,3,5,0,5,262.0,373.0,Melrose Arch,Johannesburg,Gauteng,Per Month,54496.0
103201876,House,No,Yes,Unknown,0,2,1,1,1,2,1,0,2,594.0,51.333333333333336,Berea,Johannesburg,Gauteng,Per Month,2150.0
102948816,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,0,1,713.4375,94.0,Berea,Johannesburg,Gauteng,Per Month,3850.0
115668832,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,200.0,Rembrandt Park,Johannesburg,Gauteng,Per Month,6000.0
115575401,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,222.9268292682927,216.0,Rosebank,Johannesburg,Gauteng,Per Month,31752.0
115674137,Apartment / Flat,No,No,Unknown,2,2,1,1,1,2,1,0,1,93.0,84.0,Rosebank,Johannesburg,Gauteng,Per Month,18000.0
115671221,Townhouse,No,No,Unknown,2,1,1,1,1,1,1,1,1,79.0,87.0,Oakdene,Johannesburg,Gauteng,Per Month,9000.0
115661040,Commercial,Unknown,No,Yes,1,1,1,1,1,3,5,0,5,555.0,555.0,Rosebank,Johannesburg,Gauteng,Per Month,160048.0
115584103,Industrial,Unknown,No,Unknown,2,2,1,0,0,0,0,0,0,412.0,536.0,Ormonde,Johannesburg,Gauteng,Per Month,259860.0
113009225,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,332.25,319.0,Auckland Park,Johannesburg,Gauteng,Per Month,28391.0
115199374,Apartment / Flat,No,No,Unknown,3,2,1,1,1,1,1,0,1,354.0,200.0,Roodepoort,Johannesburg,Gauteng,Per Month,5999.0
110811230,House,No,Yes,Unknown,0,1,1,1,1,2,1,0,2,714.625,51.333333333333336,Berea,Johannesburg,Gauteng,Per Month,1270.0
115677751,Townhouse,No,Yes,Unknown,2,1,1,1,1,1,1,1,1,900.0,120.0,Craighall Park,Johannesburg,Gauteng,Per Month,12999.0
115421254,Industrial,Unknown,No,Yes,2,2,2,0,0,0,0,0,0,354.0,200.0,Longmeadow,Johannesburg,Gauteng,Per Month,1020864.0
115422463,Commercial,Unknown,No,Unknown,1,2,2,1,1,3,5,0,5,452.36842105263156,445.26785714285717,Melrose Arch,Johannesburg,Gauteng,Per Month,295260.0
112283305,Apartment / Flat,No,No,No,2,1,1,1,1,1,1,0,1,98.0,77.0,Mulbarton,Johannesburg,Gauteng,Per Month,7400.0
115590803,Industrial,No,No,Unknown,2,2,4,0,0,4,0,0,0,354.0,77.66666666666667,Heriotdale,Johannesburg,Gauteng,Per Month,636600.0
115683693,Apartment / Flat,No,Yes,Unknown,1,1,1,1,1,1,1,0,1,354.0,200.0,Winchester Hills,Johannesburg,Gauteng,Per Month,5000.0
115595310,Industrial,No,No,Unknown,2,2,1,0,0,0,0,0,0,354.0,200.0,Longmeadow,Johannesburg,Gauteng,Per Month,318880.0
115534758,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,0,1,102.0,71.0,Craighall Park,Johannesburg,Gauteng,Per Month,8000.0
115742260,Apartment / Flat,No,Yes,Unknown,1,1,1,1,1,1,1,0,1,574.5,54.0,Braamfontein,Johannesburg,Gauteng,Per Month,8600.0
115418105,Industrial,Unknown,No,Unknown,2,1,1,0,0,2,0,0,0,410.0,350.0,City Deep,Johannesburg,Gauteng,Per Month,19250.0
110572855,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,105.0,105.0,Braamfontein,Johannesburg,Gauteng,Per Month,10500.0
115704758,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,55.666666666666664,Braamfontein,Johannesburg,Gauteng,Per Month,3500.0
115418072,Industrial,Unknown,No,Unknown,2,4,2,0,0,4,0,0,0,412.0,536.0,Ormonde,Johannesburg,Gauteng,Per Month,60000.0
115748467,Apartment / Flat,Unknown,No,Unknown,3,2,1,1,1,2,1,1,1,98.0,90.83333333333333,Mulbarton,Johannesburg,Gauteng,Per Month,10000.0
115089458,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,55.0,Braamfontein,Johannesburg,Gauteng,Per Month,5500.0
113764433,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,200.0,Dunkeld West,Johannesburg,Gauteng,Per Month,3255.0
108266762,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,200.0,Auckland Park,Johannesburg,Gauteng,Per Month,6000.0
115742387,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,0,1,574.5,54.0,Braamfontein,Johannesburg,Gauteng,Per Month,7300.0
115520578,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,625.9142857142857,324.0,Rosebank,Johannesburg,Gauteng,Per Month,58607.0
115723681,Apartment / Flat,No,No,Unknown,2,1,1,1,1,1,1,0,1,785.0,80.0,Jeppestown,Johannesburg,Gauteng,Per Month,3700.0
115418480,Industrial,Unknown,No,Unknown,2,1,1,0,0,0,0,0,0,495.0,240.0,Booysens Reserve,Johannesburg,Gauteng,Per Month,15120.0
115416245,Commercial,Unknown,No,Unknown,1,2,2,1,1,3,5,0,5,994.0,988.0,Bruma,Johannesburg,Gauteng,Per Month,126464.0
115430422,Commercial,Unknown,No,Unknown,1,2,2,1,1,5,5,0,5,249.0,576.8333333333334,Braamfontein,Johannesburg,Gauteng,Per Month,151905.0
115665182,Commercial,Unknown,No,No,1,1,1,1,1,3,5,0,5,354.0,370.3333333333333,Parktown North,Johannesburg,Gauteng,Per m²,100.0
114431354,Apartment / Flat,Unknown,No,Unknown,1,1,1,1,1,1,1,0,1,665.0,93.33333333333333,Rosettenville,Johannesburg,Gauteng,Per Month,3500.0
115598600,Industrial,No,No,Unknown,2,6,2,0,0,4,0,0,0,354.0,77.66666666666667,Heriotdale,Johannesburg,Gauteng,Per Month,208000.0
114378108,Commercial,No,No,Unknown,1,1,1,1,1,5,5,0,5,416.4,80.0,Parkhurst,Johannesburg,Gauteng,Per Month,18400.0
115669100,Apartment / Flat,No,No,Yes,1,1,1,1,1,1,1,1,1,354.0,100.0,Dunkeld West,Johannesburg,Gauteng,Per Month,13000.0
112728390,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,179.0,179.0,Houghton Estate,Johannesburg,Gauteng,Per Month,18500.0
115533596,Industrial,No,No,Unknown,2,2,1,0,0,4,0,0,0,335.0,335.0,Denver,Johannesburg,Gauteng,Per Month,15075.0
114377053,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,249.0,576.8333333333334,Braamfontein,Johannesburg,Gauteng,Per Month,123500.0
110975967,Apartment / Flat,No,Yes,Unknown,1,1,1,1,1,1,1,0,1,84.5,93.2,Melrose,Johannesburg,Gauteng,Per Month,9000.0
115416305,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,120.0,127.5,Glenhazel,Johannesburg,Gauteng,Per Month,7500.0
113026529,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,366.0,Waverley,Johannesburg,Gauteng,Per Month,45750.0
115598631,House,No,No,No,4,1,1,1,1,2,2,0,2,590.0,180.0,Forest Hill,Johannesburg,Gauteng,Per Month,11000.0
115536653,Commercial,Unknown,No,Unknown,1,2,1,1,1,3,5,0,5,360.0,360.0,Parktown,Johannesburg,Gauteng,Per Month,48600.0
115665021,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,534.0,Craighall Park,Johannesburg,Gauteng,Per m²,145.0
105098207,Apartment / Flat,No,No,Unknown,2,3,1,1,1,1,1,0,1,600.0,80.0,Jeppestown,Johannesburg,Gauteng,Per Month,2500.0
115698794,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,0,1,713.4375,60.0,Berea,Johannesburg,Gauteng,Per Month,4346.0
115517074,Apartment / Flat,No,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,75.0,Orange Grove,Johannesburg,Gauteng,Per Month,6500.0
115681531,Apartment / Flat,Unknown,No,Unknown,1,1,1,1,1,1,1,1,1,695.0,57.5,Marshalltown,Johannesburg,Gauteng,Per Month,7000.0
115410812,Commercial,Unknown,No,No,1,2,1,1,1,5,5,0,5,452.36842105263156,445.26785714285717,Melrose Arch,Johannesburg,Gauteng,Per Month,227029.0
115436950,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,115.0,115.83333333333333,Houghton Estate,Johannesburg,Gauteng,Per Month,13200.0
114639548,Industrial,No,No,Unknown,2,2,1,0,0,0,0,0,0,200.0,200.0,Crown,Johannesburg,Gauteng,Per Month,10000.0
113116287,Apartment / Flat,No,No,Unknown,2,2,1,1,1,2,1,0,1,354.0,122.0,Riviera,Johannesburg,Gauteng,Per Month,13500.0
115711630,House,No,Yes,Unknown,6,4,1,1,1,2,1,1,2,991.0,200.0,Glenanda,Johannesburg,Gauteng,Per Month,17000.0
115488494,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,373.0,Melrose,Johannesburg,Gauteng,Per Month,61545.0
115704888,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,55.666666666666664,Braamfontein,Johannesburg,Gauteng,Per Month,4700.0
115748966,House,No,No,Unknown,1,1,1,1,1,1,2,0,2,495.0,200.0,Mountain View,Johannesburg,Gauteng,Per Month,6500.0
115479038,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,111.16666666666667,Bruma,Johannesburg,Gauteng,Per Month,9660.0
114779924,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,203.3125,87.97560975609755,Rosebank,Johannesburg,Gauteng,Per Month,6700.0
115418155,Industrial,Unknown,No,Unknown,2,2,2,0,0,3,0,0,0,648.1666666666666,546.0,Selby,Johannesburg,Gauteng,Per Month,24570.0
115409901,Commercial,Unknown,No,Unknown,1,2,2,1,1,3,5,0,5,468.0,468.0,Melrose Arch,Johannesburg,Gauteng,Per Month,106704.0
115694055,House,No,Yes,Unknown,3,2,1,1,1,2,2,0,2,507.5,200.0,Rosettenville,Johannesburg,Gauteng,Per Month,10000.0
115537043,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,560.0,616.6923076923077,Craighall,Johannesburg,Gauteng,Per Month,716565.0
115445146,Industrial,Unknown,No,Unknown,2,2,1,0,0,4,0,0,0,410.0,380.0,City Deep,Johannesburg,Gauteng,Per Month,22040.0
114055690,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,543.0,Parktown North,Johannesburg,Gauteng,Per m²,135.0
115422557,Industrial,Unknown,No,Unknown,2,4,2,0,0,5,0,0,0,412.0,536.0,Ormonde,Johannesburg,Gauteng,Per Month,175630.0
115718584,Apartment / Flat,No,No,Unknown,2,1,1,1,1,1,1,0,1,500.0,85.0,Berea,Johannesburg,Gauteng,Per Month,3320.0
113689343,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,203.3125,87.97560975609755,Rosebank,Johannesburg,Gauteng,Per Month,13000.0
115485904,Commercial,Unknown,No,Unknown,1,4,2,1,1,3,5,0,5,625.9142857142857,818.0,Rosebank,Johannesburg,Gauteng,Per Month,89980.0
115740162,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,300.0,City & Suburban,Johannesburg,Gauteng,Per Month,60000.0
115519761,Commercial,Unknown,No,Yes,1,2,1,1,1,5,5,0,5,625.9142857142857,488.0,Rosebank,Johannesburg,Gauteng,Per Month,122127.0
115519508,Commercial,Unknown,No,Yes,1,2,1,1,1,5,5,0,5,625.9142857142857,345.0,Rosebank,Johannesburg,Gauteng,Per Month,86333.0
115740514,Commercial,Unknown,No,Unknown,1,7,4,1,1,3,5,0,5,500.0,200.0,City & Suburban,Johannesburg,Gauteng,Per Month,30000.0
115625524,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,200.0,Braamfontein Werf,Johannesburg,Gauteng,Per Month,6000.0
115591390,House,No,Yes,Unknown,3,1,1,1,1,1,1,0,2,700.0,90.0,The Hill,Johannesburg,Gauteng,Per Month,5500.0
115682674,House,No,Yes,Unknown,4,2,1,1,1,2,2,0,2,793.0,150.0,Gillview,Johannesburg,Gauteng,Per Month,12000.0
113616017,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,203.3125,61.0,Rosebank,Johannesburg,Gauteng,Per Month,10093.0
115740636,Commercial,Unknown,No,Unknown,1,4,2,1,1,3,5,0,5,250.0,200.0,City & Suburban,Johannesburg,Gauteng,Per Month,20000.0
114226677,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,625.9142857142857,624.1555555555556,Rosebank,Johannesburg,Gauteng,Per Month,335340.0
115670631,Commercial,No,No,Unknown,1,4,1,1,1,3,5,0,5,150.0,151.0,Steeledale,Johannesburg,Gauteng,Per Month,8758.0
115738853,Townhouse,No,No,Unknown,3,2,1,1,1,2,1,1,1,354.0,98.5,Bassonia,Johannesburg,Gauteng,Per Month,10000.0
115430180,Commercial,Unknown,No,Yes,1,2,1,1,1,5,5,0,5,250.0,300.3,Braamfontein,Johannesburg,Gauteng,Per Month,40660.0
115592182,Apartment / Flat,No,No,Unknown,2,1,1,1,1,1,1,0,1,694.5,57.5,Marshalltown,Johannesburg,Gauteng,Per Month,7500.0
115292622,House,No,Yes,Unknown,3,3,1,1,1,2,1,1,2,354.0,500.0,Saxonwold,Johannesburg,Gauteng,Per Month,40000.0
115592018,Apartment / Flat,No,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,200.0,Booysens,Johannesburg,Gauteng,Per Month,5000.0
115418148,Industrial,Unknown,No,Unknown,2,3,2,0,0,5,0,0,0,354.0,200.0,Aeroton,Johannesburg,Gauteng,Per Month,87920.0
115510519,Commercial,Unknown,No,Unknown,1,2,1,1,1,3,5,0,5,596.0,515.2,Parktown North,Johannesburg,Gauteng,Per Month,115307.0
114198931,Apartment / Flat,Yes,No,Unknown,1,1,1,1,1,1,1,0,1,145.0,76.5,Westdene,Johannesburg,Gauteng,Per Month,3000.0
111814067,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,115.0,115.83333333333333,Houghton Estate,Johannesburg,Gauteng,Per Month,7000.0
115592027,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,200.0,Booysens,Johannesburg,Gauteng,Per Month,3800.0
115659151,Townhouse,No,No,Unknown,2,1,1,1,1,1,1,1,1,354.0,82.0,Bassonia Rock,Johannesburg,Gauteng,Per Month,9000.0
115528455,Commercial,Unknown,No,Yes,1,1,1,1,1,3,5,0,5,625.9142857142857,805.0,Rosebank,Johannesburg,Gauteng,Per Month,210340.0
115685244,Apartment / Flat,Yes,Yes,Unknown,5,1,1,1,1,1,1,0,1,354.0,66.0,Maboneng,Johannesburg,Gauteng,Per Month,6500.0
106237699,Apartment / Flat,Yes,No,Unknown,2,1,1,1,1,1,1,0,1,74.1,72.42857142857143,Rosebank,Johannesburg,Gauteng,Per Month,12500.0
114980402,House,No,Yes,Unknown,0,1,1,1,1,2,1,0,2,495.0,200.0,Yeoville,Johannesburg,Gauteng,Per Month,2200.0
115592057,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,200.0,Booysens,Johannesburg,Gauteng,Per Month,3800.0
115433777,Industrial,Unknown,No,Unknown,2,2,2,0,0,0,0,0,0,354.0,200.0,Longmeadow,Johannesburg,Gauteng,Per Month,286800.0
115485902,Commercial,Unknown,No,Unknown,1,4,1,1,1,3,5,0,5,625.9142857142857,439.0,Rosebank,Johannesburg,Gauteng,Per Month,48246.0
115740315,Apartment / Flat,No,No,Unknown,2,1,1,1,1,1,1,0,1,354.0,60.5,Meredale,Johannesburg,Gauteng,Per Month,6400.0
115730816,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,850.0,200.0,Parktown North,Johannesburg,Gauteng,Per Month,6470.0
115742339,Apartment / Flat,No,Yes,Unknown,1,1,1,1,1,1,1,0,1,574.5,54.0,Braamfontein,Johannesburg,Gauteng,Per Month,7800.0
115742037,Apartment / Flat,No,Yes,Unknown,2,2,1,1,1,1,1,0,1,574.5,54.0,Braamfontein,Johannesburg,Gauteng,Per Month,10900.0
109938226,House,No,Yes,Unknown,0,2,1,1,1,2,1,0,2,714.625,51.333333333333336,Berea,Johannesburg,Gauteng,Per Month,1300.0
115616732,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,716.0,992.0,Johannesburg Central,Johannesburg,Gauteng,Per m²,74.0
115616507,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,716.0,992.0,Johannesburg Central,Johannesburg,Gauteng,Per m²,75.0
115409898,Industrial,No,No,Unknown,2,2,1,0,0,0,0,0,0,354.0,200.0,Eikenhof,Johannesburg,Gauteng,Per Month,81000.0
112221450,Commercial,Unknown,No,Yes,1,2,2,1,1,3,5,0,5,452.36842105263156,445.26785714285717,Melrose Arch,Johannesburg,Gauteng,Per Month,816642.0
115177608,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,0,1,311.8333333333333,59.30769230769231,Johannesburg Central,Johannesburg,Gauteng,Per Month,5050.0
114494609,Industrial,No,No,Unknown,2,2,1,0,0,0,0,0,0,372.0,372.0,Kew,Johannesburg,Gauteng,Per Month,20000.0
113618088,House,No,Yes,No,3,2,1,1,1,1,1,1,1,71.0,71.0,Winchester Hills,Johannesburg,Gauteng,Per Month,13500.0
115665151,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,536.5,Craighall Park,Johannesburg,Gauteng,Per m²,145.0
115412266,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,452.36842105263156,445.26785714285717,Melrose Arch,Johannesburg,Gauteng,Per Month,213834.0
115446044,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,365.0,Orange Grove,Johannesburg,Gauteng,Per Month,40150.0
115418137,Industrial,Unknown,No,Unknown,2,2,1,0,0,4,0,0,0,354.0,778.0,Steeledale,Johannesburg,Gauteng,Per Month,62944.0
114645375,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,0,1,70.0,60.0,Melville,Johannesburg,Gauteng,Per Month,4800.0
114099103,Apartment / Flat,No,No,Unknown,2,1,1,1,1,1,1,0,1,56.0,56.0,Kibler Park,Johannesburg,Gauteng,Per Month,8000.0
115746094,Townhouse,No,No,Unknown,2,2,1,1,1,1,1,1,1,92.0,80.0,Mulbarton,Johannesburg,Gauteng,Per Month,11500.0
114788396,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,338.3333333333333,357.0,Parktown,Johannesburg,Gauteng,Per Month,37544.0
115616663,Commercial,Unknown,No,Unknown,1,2,1,1,1,5,5,0,5,716.0,992.0,Johannesburg Central,Johannesburg,Gauteng,Per m²,65.0
113622939,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,354.0,70.0,Greenside,Johannesburg,Gauteng,Per Month,12000.0
115508392,Industrial,No,No,Unknown,2,4,1,0,0,4,0,0,0,412.0,536.0,Ormonde,Johannesburg,Gauteng,Per Month,74800.0
112245899,Apartment / Flat,No,Yes,Unknown,1,1,1,1,1,1,1,0,1,65.0,65.0,Rosebank,Johannesburg,Gauteng,Per Month,12500.0
115540650,Commercial,No,No,Unknown,1,2,1,1,1,5,5,0,5,218.4,157.0,Craighall,Johannesburg,Gauteng,Per Month,18840.0
103821656,Apartment / Flat,No,No,Unknown,1,1,1,1,1,1,1,0,1,354.0,64.0,Haddon,Johannesburg,Gauteng,Per Month,5500.0
